feature_type,feature_id,feature_name,index,genome,num_barcodes,num_reads,num_umis,dup_frac,num_barcodes_cells,num_reads_cells,num_umis_cells,dup_frac_cells
Gene Expression,ENSG00000149256,TENM4,20357,GRCh38,29,95,29,0.6947368421052631,28,94,28,0.7021276595744681
Gene Expression,ENSG00000254563,AP002768.1,20358,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255345,AP002957.1,20359,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254885,AP001547.1,20360,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255209,AP001978.1,20361,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254434,AP006295.1,20362,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255178,LINC02720,20363,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285568,AP003398.2,20364,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000287912,AP003464.1,20365,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000245832,MIR4300HG,20366,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254511,AP002802.1,20367,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255246,AP000793.1,20368,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000182103,FAM181B,20369,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255382,LINC02734,20370,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137509,PRCP,20371,GRCh38,825,4147,970,0.7660959729925247,792,4069,937,0.7697222904890637
Gene Expression,ENSG00000165490,DDIAS,20372,GRCh38,24,65,24,0.6307692307692307,24,65,24,0.6307692307692307
Gene Expression,ENSG00000254698,AP000893.2,20373,GRCh38,2,7,2,0.7142857142857143,2,7,2,0.7142857142857143
Gene Expression,ENSG00000137502,RAB30,20374,GRCh38,1082,4444,1245,0.7198469846984699,1044,4342,1207,0.7220175034546292
Gene Expression,ENSG00000246067,RAB30-DT,20375,GRCh38,170,737,172,0.7666214382632293,162,703,164,0.7667140825035562
Gene Expression,ENSG00000255503,AP001767.3,20376,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000165494,PCF11,20377,GRCh38,1172,4717,1262,0.7324570701717192,1117,4576,1207,0.7362325174825175
Gene Expression,ENSG00000254676,AP000873.4,20378,GRCh38,6,15,6,0.6,6,15,6,0.6
Gene Expression,ENSG00000247137,AP000873.2,20379,GRCh38,209,799,214,0.7321652065081352,201,776,206,0.7345360824742269
Gene Expression,ENSG00000269939,PCF11-AS1,20380,GRCh38,7,25,7,0.72,7,25,7,0.72
Gene Expression,ENSG00000137494,ANKRD42,20381,GRCh38,190,788,196,0.751269035532995,180,767,186,0.757496740547588
Gene Expression,ENSG00000254551,AP000873.3,20382,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137500,CCDC90B,20383,GRCh38,800,3867,856,0.7786397724334109,775,3794,831,0.7809699525566685
Gene Expression,ENSG00000255234,AP000446.1,20384,GRCh38,14,81,14,0.8271604938271605,14,81,14,0.8271604938271605
Gene Expression,ENSG00000150672,DLG2,20385,GRCh38,7,19,7,0.631578947368421,7,19,7,0.631578947368421
Gene Expression,ENSG00000255311,AP002370.2,20386,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254787,AP001825.1,20387,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255555,AP000857.2,20388,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000171204,TMEM126B,20389,GRCh38,499,1827,515,0.7181171319102353,479,1771,495,0.7204968944099379
Gene Expression,ENSG00000171202,TMEM126A,20390,GRCh38,1159,5629,1300,0.76905311778291,1126,5524,1267,0.7706372194062274
Gene Expression,ENSG00000137504,CREBZF,20391,GRCh38,472,2449,490,0.7999183340138832,455,2381,472,0.8017639647207055
Gene Expression,ENSG00000179071,CCDC89,20392,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137501,SYTL2,20393,GRCh38,226,890,236,0.7348314606741573,207,826,216,0.7384987893462469
Gene Expression,ENSG00000150676,CCDC83,20394,GRCh38,2,5,2,0.6,2,5,2,0.6
Gene Expression,ENSG00000255005,AP003128.1,20395,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000073921,PICALM,20396,GRCh38,1823,9079,2501,0.7245291331644454,1764,8903,2442,0.7257104346849377
Gene Expression,ENSG00000254699,LINC02695,20397,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000074266,EED,20398,GRCh38,414,1452,434,0.7011019283746556,403,1412,423,0.7004249291784703
Gene Expression,ENSG00000149196,HIKESHI,20399,GRCh38,460,2116,485,0.7707939508506616,436,2069,461,0.7771870468825519
Gene Expression,ENSG00000149201,CCDC81,20400,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254733,AP001831.1,20401,GRCh38,5,11,5,0.5454545454545454,5,11,5,0.5454545454545454
Gene Expression,ENSG00000151376,ME3,20402,GRCh38,35,185,35,0.8108108108108107,33,178,33,0.8146067415730337
Gene Expression,ENSG00000254731,AP003059.1,20403,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255250,AP003059.2,20404,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000150687,PRSS23,20405,GRCh38,134,707,152,0.785007072135785,117,686,135,0.8032069970845481
Gene Expression,ENSG00000269895,AP000654.1,20406,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255471,AP001528.1,20407,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000174804,FZD4,20408,GRCh38,3,13,3,0.7692307692307692,3,13,3,0.7692307692307692
Gene Expression,ENSG00000246523,FZD4-DT,20409,GRCh38,1,9,1,0.8888888888888888,1,9,1,0.8888888888888888
Gene Expression,ENSG00000166575,TMEM135,20410,GRCh38,172,696,175,0.7485632183908046,163,671,166,0.7526080476900149
Gene Expression,ENSG00000255183,LINC02711,20411,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285835,AP000676.5,20412,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255516,AP005436.3,20413,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255102,AP005436.1,20414,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255241,AP005436.2,20415,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000123892,RAB38,20416,GRCh38,14,70,15,0.7857142857142857,13,69,14,0.7971014492753623
Gene Expression,ENSG00000109861,CTSC,20417,GRCh38,1684,9334,2166,0.7679451467752303,1616,9160,2098,0.7709606986899563
Gene Expression,ENSG00000288018,AP003120.1,20418,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255082,GRM5-AS1,20419,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000168959,GRM5,20420,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000077498,TYR,20421,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000086991,NOX4,20422,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255429,AP003400.1,20423,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000214414,TRIM77,20424,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254971,AP003122.2,20425,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000168930,TRIM49,20426,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000189253,TRIM64B,20427,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000223417,TRIM49D1,20428,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233802,TRIM49D2,20429,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204450,TRIM64,20430,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204449,TRIM49C,20431,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255009,UBTFL1,20432,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286665,AP000648.9,20433,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000077616,NAALAD2,20434,GRCh38,1,10,1,0.9,1,10,1,0.9
Gene Expression,ENSG00000110172,CHORDC1,20435,GRCh38,849,3229,928,0.7126045215236916,815,3155,893,0.7169572107765452
Gene Expression,ENSG00000261645,DISC1FP1,20436,GRCh38,10,36,10,0.7222222222222222,10,36,10,0.7222222222222222
Gene Expression,ENSG00000255187,LINC02748,20437,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255332,LINC02756,20438,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000165323,FAT3,20439,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254705,AP000722.1,20440,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255506,AP003718.1,20441,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000282916,LINC02746,20442,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254874,AP003171.1,20443,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000134640,MTNR1B,20444,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000180773,SLC36A4,20445,GRCh38,615,2640,656,0.7515151515151515,604,2617,645,0.7535345815819641
Gene Expression,ENSG00000255233,AP003969.1,20446,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000165325,DEUP1,20447,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000166002,SMCO4,20448,GRCh38,149,629,153,0.7567567567567568,145,622,149,0.7604501607717042
Gene Expression,ENSG00000166004,CEP295,20449,GRCh38,237,874,245,0.7196796338672768,227,843,235,0.7212336892052195
Gene Expression,ENSG00000254911,SCARNA9,20450,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000166012,TAF1D,20451,GRCh38,3104,14137,4108,0.709415010256773,2972,13757,3966,0.7117104019771753
Gene Expression,ENSG00000182919,C11orf54,20452,GRCh38,135,392,136,0.653061224489796,130,373,131,0.6487935656836461
Gene Expression,ENSG00000042429,MED17,20453,GRCh38,622,2784,648,0.7672413793103449,594,2703,620,0.7706252312245653
Gene Expression,ENSG00000214376,VSTM5,20454,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000181333,HEPHL1,20455,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000110218,PANX1,20456,GRCh38,247,953,251,0.7366211962224554,242,946,246,0.7399577167019027
Gene Expression,ENSG00000250519,AP002784.1,20457,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183560,IZUMO1R,20458,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000123901,GPR83,20459,GRCh38,1,13,1,0.9230769230769231,1,13,1,0.9230769230769231
Gene Expression,ENSG00000020922,MRE11,20460,GRCh38,328,1302,343,0.7365591397849462,314,1264,329,0.7397151898734178
Gene Expression,ENSG00000255893,AP000786.1,20461,GRCh38,2,5,2,0.6,2,5,2,0.6
Gene Expression,ENSG00000168876,ANKRD49,20462,GRCh38,957,2545,1054,0.5858546168958743,933,2498,1029,0.588070456365092
Gene Expression,ENSG00000257057,C11orf97,20463,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000196371,FUT4,20464,GRCh38,197,779,211,0.7291399229781772,194,775,208,0.7316129032258065
Gene Expression,ENSG00000134627,PIWIL4,20465,GRCh38,51,161,51,0.6832298136645962,50,160,50,0.6875
Gene Expression,ENSG00000255929,AP000943.2,20466,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000233536,AP000943.1,20467,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255666,LINC02700,20468,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000166025,AMOTL1,20469,GRCh38,25,122,26,0.7868852459016393,25,122,26,0.7868852459016393
Gene Expression,ENSG00000256469,AP002383.2,20470,GRCh38,1,13,1,0.9230769230769231,1,13,1,0.9230769230769231
Gene Expression,ENSG00000150316,CWC15,20471,GRCh38,3386,16641,4382,0.7366744786971937,3242,16231,4232,0.7392643706487585
Gene Expression,ENSG00000186280,KDM4D,20472,GRCh38,2,6,2,0.6666666666666667,2,6,2,0.6666666666666667
Gene Expression,ENSG00000235268,KDM4E,20473,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255855,KDM4F,20474,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000263465,SRSF8,20475,GRCh38,1268,6246,1392,0.7771373679154658,1233,6127,1357,0.7785212991676187
Gene Expression,ENSG00000149218,ENDOD1,20476,GRCh38,202,1044,211,0.7978927203065134,191,985,199,0.7979695431472081
Gene Expression,ENSG00000245552,AP000787.1,20477,GRCh38,124,416,125,0.6995192307692308,113,389,114,0.7069408740359897
Gene Expression,ENSG00000149212,SESN3,20478,GRCh38,1069,5875,1312,0.7766808510638298,997,5619,1240,0.7793201637302011
Gene Expression,ENSG00000250390,AP001790.1,20479,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285842,AP000820.2,20480,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255605,AP000820.1,20481,GRCh38,1,4,1,0.75,1,4,1,0.75
Gene Expression,ENSG00000077458,FAM76B,20482,GRCh38,661,2623,708,0.7300800609988563,636,2549,683,0.7320517850137309
Gene Expression,ENSG00000166037,CEP57,20483,GRCh38,1298,6080,1436,0.7638157894736842,1260,5939,1395,0.7651119717124095
Gene Expression,ENSG00000087053,MTMR2,20484,GRCh38,146,624,149,0.7612179487179487,139,598,142,0.7625418060200668
Gene Expression,ENSG00000184384,MAML2,20485,GRCh38,1204,4568,1340,0.7066549912434326,1159,4385,1295,0.7046750285062714
Gene Expression,ENSG00000285921,AP000779.1,20486,GRCh38,16,49,16,0.6734693877551021,13,29,13,0.5517241379310345
Gene Expression,ENSG00000149231,CCDC82,20487,GRCh38,630,2446,666,0.7277187244480785,601,2339,635,0.728516460025652
Gene Expression,ENSG00000183340,JRKL,20488,GRCh38,22,63,23,0.6349206349206349,21,59,22,0.6271186440677966
Gene Expression,ENSG00000255679,JRKL-AS1,20489,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000256684,LINC02737,20490,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254587,AP003066.1,20491,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255039,LINC02553,20492,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255502,LINC02713,20493,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254599,AP003715.1,20494,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254830,AP002428.1,20495,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000149972,CNTN5,20496,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000248027,AP001351.1,20497,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000165895,ARHGAP42,20498,GRCh38,21,95,22,0.7684210526315789,21,95,22,0.7684210526315789
Gene Expression,ENSG00000082175,PGR,20499,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000282728,PGR-AS1,20500,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137672,TRPC6,20501,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000187151,ANGPTL5,20502,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000110318,CEP126,20503,GRCh38,39,155,39,0.7483870967741936,37,152,37,0.756578947368421
Gene Expression,ENSG00000137691,CFAP300,20504,GRCh38,1,8,1,0.875,1,8,1,0.875
Gene Expression,ENSG00000260008,AP001527.1,20505,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000277459,AP001527.2,20506,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137693,YAP1,20507,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254422,AP000942.2,20508,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000023445,BIRC3,20509,GRCh38,1707,7699,2055,0.7330822184699312,1624,7481,1972,0.7363988771554605
Gene Expression,ENSG00000110330,BIRC2,20510,GRCh38,1613,6052,1853,0.6938202247191011,1554,5914,1793,0.6968211024687183
Gene Expression,ENSG00000152558,TMEM123,20511,GRCh38,3644,21936,5148,0.7653172866520788,3484,21448,4985,0.7675773964938456
Gene Expression,ENSG00000255337,AP001830.1,20512,GRCh38,14,33,14,0.5757575757575757,14,33,14,0.5757575757575757
Gene Expression,ENSG00000255482,AP001830.2,20513,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137673,MMP7,20514,GRCh38,3,3,3,0.0,0,0,0,0.0
Gene Expression,ENSG00000137674,MMP20,20515,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000256916,AP000851.1,20516,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000281655,AP000851.2,20517,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137675,MMP27,20518,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000118113,MMP8,20519,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000166670,MMP10,20520,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000196611,MMP1,20521,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000149968,MMP3,20522,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000262406,MMP12,20523,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137745,MMP13,20524,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137692,DCUN1D5,20525,GRCh38,847,4298,895,0.791763610981852,818,4205,866,0.7940546967895363
Gene Expression,ENSG00000260966,AP001486.2,20526,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000187240,DYNC2H1,20527,GRCh38,41,209,43,0.7942583732057417,39,201,41,0.7960199004975125
Gene Expression,ENSG00000285878,AP002961.1,20528,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254987,AP002989.1,20529,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000170962,PDGFD,20530,GRCh38,39,151,39,0.7417218543046358,38,150,38,0.7466666666666666
Gene Expression,ENSG00000255548,AP003043.1,20531,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000170967,DDI1,20532,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000256422,LINC02552,20533,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000196954,CASP4,20534,GRCh38,2358,13170,3127,0.7625664388762339,2279,12906,3048,0.7638307763830776
Gene Expression,ENSG00000137757,CASP5,20535,GRCh38,9,56,9,0.8392857142857143,9,56,9,0.8392857142857143
Gene Expression,ENSG00000137752,CASP1,20536,GRCh38,1256,5559,1643,0.7044432451879834,1222,5464,1609,0.7055270863836017
Gene Expression,ENSG00000204397,CARD16,20537,GRCh38,2333,9717,3658,0.623546362045899,2251,9534,3575,0.6250262219425216
Gene Expression,ENSG00000255221,CARD17,20538,GRCh38,28,74,28,0.6216216216216216,28,74,28,0.6216216216216216
Gene Expression,ENSG00000255501,CARD18,20539,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000152578,GRIA4,20540,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285813,AP000813.1,20541,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000170903,MSANTD4,20542,GRCh38,87,333,88,0.7357357357357357,85,326,86,0.7361963190184049
Gene Expression,ENSG00000182359,KBTBD3,20543,GRCh38,167,591,168,0.7157360406091371,159,574,160,0.7212543554006969
Gene Expression,ENSG00000149313,AASDHPPT,20544,GRCh38,858,3942,900,0.771689497716895,816,3804,858,0.7744479495268138
Gene Expression,ENSG00000254433,AP001001.1,20545,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254580,LINC02719,20546,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286345,AP002001.3,20547,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000287802,AP003173.1,20548,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000152402,GUCY1A2,20549,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000261098,AP000766.1,20550,GRCh38,24,70,24,0.6571428571428571,23,62,23,0.6290322580645161
Gene Expression,ENSG00000152404,CWF19L2,20551,GRCh38,518,1393,545,0.6087580760947595,499,1354,526,0.6115214180206794
Gene Expression,ENSG00000137760,ALKBH8,20552,GRCh38,101,484,101,0.7913223140495868,99,476,99,0.792016806722689
Gene Expression,ENSG00000110675,ELMOD1,20553,GRCh38,3,3,3,0.0,0,0,0,0.0
Gene Expression,ENSG00000170290,SLN,20554,GRCh38,7,7,7,0.0,1,1,1,0.0
Gene Expression,ENSG00000110660,SLC35F2,20555,GRCh38,63,247,63,0.7449392712550607,61,245,61,0.7510204081632653
Gene Expression,ENSG00000179331,RAB39A,20556,GRCh38,31,128,31,0.7578125,30,127,30,0.7637795275590551
Gene Expression,ENSG00000288012,AP003307.1,20557,GRCh38,346,1923,365,0.8101924076963078,338,1897,357,0.8118081180811808
Gene Expression,ENSG00000166266,CUL5,20558,GRCh38,1663,8056,1869,0.7679990069513406,1603,7869,1809,0.770110560426992
Gene Expression,ENSG00000255467,AP002433.1,20559,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000075239,ACAT1,20560,GRCh38,230,996,237,0.7620481927710844,213,952,220,0.76890756302521
Gene Expression,ENSG00000285696,AP002433.2,20561,GRCh38,1,8,1,0.875,1,8,1,0.875
Gene Expression,ENSG00000149308,NPAT,20562,GRCh38,375,1376,386,0.7194767441860466,358,1334,369,0.7233883058470765
Gene Expression,ENSG00000149311,ATM,20563,GRCh38,1579,7489,1844,0.7537721992255308,1510,7272,1772,0.7563256325632564
Gene Expression,ENSG00000166323,C11orf65,20564,GRCh38,10,30,10,0.6666666666666667,8,24,8,0.6666666666666667
Gene Expression,ENSG00000178202,POGLUT3,20565,GRCh38,91,332,93,0.7198795180722892,86,321,88,0.7258566978193146
Gene Expression,ENSG00000110723,EXPH5,20566,GRCh38,15,46,15,0.6739130434782609,15,46,15,0.6739130434782609
Gene Expression,ENSG00000178105,DDX10,20567,GRCh38,159,543,166,0.6942909760589319,155,528,162,0.6931818181818181
Gene Expression,ENSG00000203334,AP003027.1,20568,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255528,AP003123.1,20569,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255028,AP003049.2,20570,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000185742,C11orf87,20571,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254659,LINC02715,20572,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137710,RDX,20573,GRCh38,434,1864,461,0.7526824034334764,415,1819,441,0.7575590984057174
Gene Expression,ENSG00000287245,AP001981.2,20574,GRCh38,5,12,5,0.5833333333333333,5,12,5,0.5833333333333333
Gene Expression,ENSG00000149289,ZC3H12C,20575,GRCh38,77,275,78,0.7163636363636363,75,273,76,0.7216117216117216
Gene Expression,ENSG00000254416,LINC02732,20576,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137714,FDX1,20577,GRCh38,2275,13699,2778,0.7972114752901671,2197,13401,2700,0.7985224983210208
Gene Expression,ENSG00000137727,ARHGAP20,20578,GRCh38,3,10,3,0.7,2,9,2,0.7777777777777778
Gene Expression,ENSG00000287556,AP003973.4,20579,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000271390,AP003973.2,20580,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000271584,LINC02550,20581,GRCh38,3,12,3,0.75,3,12,3,0.75
Gene Expression,ENSG00000287028,AP003973.3,20582,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000150750,C11orf53,20583,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000196167,COLCA1,20584,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000214290,COLCA2,20585,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000288097,AP002448.1,20586,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000110777,POU2AF1,20587,GRCh38,52,224,63,0.71875,40,204,51,0.75
Gene Expression,ENSG00000255428,AP002008.3,20588,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000137707,BTG4,20589,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286028,AP002008.4,20590,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000254980,AP002008.1,20591,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183644,C11orf88,20592,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000204381,LAYN,20593,GRCh38,48,189,53,0.7195767195767195,46,181,51,0.718232044198895
Gene Expression,ENSG00000170145,SIK2,20594,GRCh38,266,912,271,0.7028508771929824,253,864,257,0.7025462962962963
Gene Expression,ENSG00000137713,PPP2R1B,20595,GRCh38,342,1279,346,0.7294761532447225,330,1243,334,0.7312952534191473
Gene Expression,ENSG00000254990,AP001781.1,20596,GRCh38,1,5,1,0.8,1,5,1,0.8
Gene Expression,ENSG00000086848,ALG9,20597,GRCh38,213,856,216,0.7476635514018692,202,817,205,0.7490820073439413
Gene Expression,ENSG00000254450,ALG9-IT1,20598,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000255561,FDXACB1,20599,GRCh38,139,585,142,0.7572649572649572,134,568,137,0.7588028169014085
Gene Expression,ENSG00000137720,C11orf1,20600,GRCh38,675,3744,737,0.8031517094017094,653,3691,715,0.8062855594689786
Gene Expression,ENSG00000109846,CRYAB,20601,GRCh38,146,172,168,0.023255813953488413,1,1,1,0.0
Gene Expression,ENSG00000170276,HSPB2,20602,GRCh38,2,3,2,0.33333333333333337,1,2,1,0.5
Gene Expression,ENSG00000149300,C11orf52,20603,GRCh38,1,5,1,0.8,1,5,1,0.8
Gene Expression,ENSG00000150764,DIXDC1,20604,GRCh38,10,35,10,0.7142857142857143,7,30,7,0.7666666666666666
